USE_LICENSE_URL,GUID,SCIENTIFIC_NAME,COUNTRY,STATE_PROV,COUNTY,SPEC_LOCALITY,VERBATIM_DATE,DEC_LAT,DEC_LONG,COORDINATEUNCERTAINTYINMETERS
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:05998","Ambystoma opacum","United States","Tennessee","Stewart County","Land Between The Lakes, LBL road 220, 0.45 mi E (by road) of LBL road 100 (=the Woodlands Trace) at field pond N of road","1998-09-19","36.587119","-87.929135","26"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:05528","Ambystoma opacum","United States","Tennessee","Stewart County","Land Between The Lakes, LBL road 220, 0.45 mi E (by road) of LBL road 100 (=the Woodlands Trace) at field pond N of road","1997-09-21","36.587119","-87.929135","26"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:06024","Ambystoma opacum","United States","Tennessee","Franklin County","W side of Elk River within Tims Ford L.P.P. # 23 at drift Array # 2","1998-10-12","35.276111","-86.109167","65"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:17627","Ambystoma opacum","United States","Tennessee","Marion County","Wetland off Tower Rd. at beginning of Prentice Cooper State Forest","2004-03-05","35.154444","-85.416389","4770"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:17628","Ambystoma opacum","United States","Tennessee","Marion County","Pond directly off Tower Rd. across from Snooper's Rock Rd. and picnic area in Prentice Cooper State Forest","2004-04-04","35.102222","-85.43","81"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:05708","Ambystoma opacum","United States","Kentucky","Edmonson County","Mammoth Cave National Park, Maple Springs Loop Pond (M.A.C.A. Pond 1), 0.2 mi S of Good Spring Church Rd., 0.6 mi W of Research Station","1997-12-16","37.205","-86.139722","132"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:05735","Ambystoma opacum","United States","Tennessee","Stewart County","Land Between The Lakes, LBL road 220, 0.45 mi E (by road) of LBL road 100 (=the Woodlands Trace) at field pond N of road","1996-06-02","36.587119","-87.929135","26"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:05749","Ambystoma opacum","United States","Tennessee","Stewart County","Land Between The Lakes, 0.75 mi SE LBL marker 8L2","1967-06-20","36.656719","-87.9776","135"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:05668","Ambystoma opacum","United States","Tennessee","Stewart County","Land Between The Lakes, LBL road 220, 0.45 mi E (by road) of LBL road 100 (=the Woodlands Trace) at field pond N of road","1995-06-19","36.587119","-87.929135","26"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:05736","Ambystoma opacum","United States","Tennessee","Stewart County","Land Between The Lakes, LBL road 220, 0.45 mi E (by road) of LBL road 100 (=the Woodlands Trace) at field pond N of road","unknown","36.587119","-87.929135","26"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:18178","Ambystoma opacum","United States","Tennessee","Lauderdale County","FOUND NEAR COLD CREEK, ANDERSON-TULLY WMA | Land Between the Lakes sector: NA","2006/05/22","","",""
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:05898","Ambystoma opacum","United States","Kentucky","Lyon County","Land Between The Lakes, at Hurricane Creek","1967-04-16","36.978664","-88.065579","528"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:05899","Ambystoma opacum","United States","Kentucky","Lyon County","Land Between The Lakes, Yale School Pond #1","1967-04-16","36.984534","-88.104428","2370"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:05902","Ambystoma opacum","United States","Tennessee","Stewart County","Land Between The Lakes, Gatlin Point Rd., lower pond","1991-02-19","36.536926","-87.890805","93"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:05640","Ambystoma opacum","United States","Kentucky","Edmonson County","Mammoth Cave National Park, 1 mi from main headquarters off southern entrance road, Pond 6","1998-02-13","37.172369","-86.088874","1124"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:18165","Ambystoma opacum","United States","Tennessee","Sullivan County","TVA PROPERTY ACROSS FROM OSCEOLA ISLAND (SOUTH FORK HOLSTON RIVER) JUST S OF HOLSTON DAM RD | Land Between the Lakes sector: NA","2005/10/21","","",""
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:17622","Ambystoma opacum","United States","Tennessee","Lawrence County","Wetlands between Dirt Rd. and Natchez Trace Parkway at mi marker 373 N in Laurel Hill Wildlife Management Area","2004-03-19","35.358889","-87.551389","90"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:18228","Ambystoma opacum","United States","Tennessee","Haywood County","HATCHIE NATIONAL WILDLIFE REFUGE | Land Between the Lakes sector: NA","2004/04/17","","",""
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:18229","Ambystoma opacum","United States","Tennessee","Haywood County","HATCHIE NATIONAL WILDLIFE REFUGE | Land Between the Lakes sector: NA","2005/04/08","","",""
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:18050","Ambystoma opacum","United States","Tennessee","Fayette County","Wolf River Wildlife Management Area","2005-06-02","35.0375","-89.243889","1808"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:17709","Ambystoma opacum","United States","Tennessee","Union County","Chuck Swan W.M.A., White Creek just upstream from Gaging Station","2005-04-03","36.347222","-83.895556","197"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:18158","Ambystoma opacum","United States","Tennessee","Carroll County","MILAN RESERVATION, TENNESSEE NATIONAL GUARD, NEAR HEADQUARTERS | Land Between the Lakes sector: NA","2006/03/03","","",""
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:17623","Ambystoma opacum","United States","Tennessee","Lewis County","Wetland off Tower Rd. ca. 0.2 mi from intersection with Firetower Rd. in Lewis State Park","2004-03-19","35.503889","-87.6025","31"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:19197","Ambystoma opacum","United States","Tennessee","Henderson County","Natchez Trace State Park, just N of I-40 along Robertson Trail","2011-02-11","35.8175","-88.228889","77"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:18045","Ambystoma opacum","United States","Tennessee","Stewart County","Land Between The Lakes, LBL road 220, 0.45 mi E (by road) of LBL road 100 (=the Woodlands Trace) at field pond N of road","1995-10-03","36.587119","-87.929135","26"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:18958","Ambystoma opacum","United States","Tennessee","Van Buren County","FALL CREEK FALLS STATE PARK, APPROXIMATELY 30FT FROM EPHEMERAL POND AT PAVED FIELD ABOVE FALL CREEK INN. | Land Between the Lakes sector: NA","2009/01/09","","",""
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:19656","Ambystoma opacum","United States","Tennessee","Williamson County","Bowie Nature Park, Fairview, TN; larvae found in a vernal pool 5 m away from a hiking trail","2016-03-05","35.975833","-87.138333","1924"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:19090","Ambystoma opacum","United States","Tennessee","Campbell County","W OF INT. 75, 80 METERS BELOW W SIDE OF RD. UNDER COVER BOARD ARRAY BELOW RECTOR CEMETERY ON ROYAL BLUE WMA. CEMETERY AT HEAD OF TITUS CREEK. | Land Between the Lakes sector: NA","2008/11/05","","",""
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:18565","Ambystoma opacum","United States","Kentucky","Todd County","near Elk Fork Creek, Allensville area","unknown","36.669444","-87.083333","1166"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:17644","Ambystoma opacum","United States","Tennessee","Marion County","Pond directly off Tower Rd. across from Snooper's Rock Rd. and picnic area in Prentice Cooper State Forest","2004-03-06","35.102222","-85.43","81"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:19479","Ambystoma opacum","United States","Tennessee","Grainger County","MCBEE ISLAND ~7.5 KM W OF NEW MARKET, TN | Land Between the Lakes sector: NA","2010/11/13","","",""
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:19270","Ambystoma opacum","United States","Tennessee","Cheatham County","Cheatham County, W.M.A., 2.2 mi NW (by air) of Ashland City, N edge of management area, along railroad tracks","2009-09-29","36.291944","-87.093889","295"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:19842","Ambystoma opacum","United States","Tennessee","Fentress County","SAVAGE BOLES RD, POND BY ROAD | Land Between the Lakes sector: NA","2017/05/04","","",""
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:19611","Ambystoma opacum","United States","Tennessee","Gibson County","NORTH FLOODPLAIN OF N FORK OF FORKED DEER RIVER AT E END OF MACEDONIA BOTTOM | Land Between the Lakes sector: NA","2015/08/11","","",""
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:19457","Ambystoma opacum","United States","Tennessee","Henderson County","JUST NORTH OF I-4O ON ROBERTSON TRAIL ST NATCHEZ TRACE S.P. | Land Between the Lakes sector: NA","2011/11/02","","",""
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:19974","Ambystoma opacum","United States","Tennessee","Lincoln County","Jeans Rd. ","2018-10-11","35.0119","-86.5557",""
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","APSU:Herp:20066","Ambystoma opacum","United States","Tennessee","Dickson County","540 m W (by road) intersection of Cedar Creek Rd and Halliburton Rd","2021-05-27","36.22415","-87.458456","18"
